Brand,Name,Description,Category,Subcategory,Availability,Review notes
Black Phoenix,Szepasszony,"clear, airy notes, slashing rain, and a thin undercurrent of white flowers.",Diabolus,na,Info,0
Black Phoenix,Tacitus' Phoenix,"The Incense of the Altar of the Sun: ambrette seed, olibanum, benzoin, labdanum, galbanum, frankincense, calamus, clove bud, and orange peel.",Anniversary,2013,Info,0
Black Phoenix,Take the Moon,"Silvered musk and lemon peel, white fir needle, frosted apple blossom, and mugwort.",Neil Gaiman,American Gods II,Info,0
Black Phoenix,Tamora,"Amber, heliotrope, golden sandalwood, peach blossom and vanilla bean",Illyria,na,Info,0
Black Phoenix,Tanin'iver,"Lilith’s monstrous dragon steed: dragon’s blood resin, patchouli, pomegranate, myrrh, mimosa, cassia, blood musk and smoke.",Ars Draconis,na,Info,0
Black Phoenix,Tavern of Hell,"White gardenia, ambergris bouquet, lavender fougere, orange blossom, melissa, tobacco flower, coriander, ebony wood, ylang ylang, absinthe and aged whiskey",Bewitching Brews,na,Info,0
Black Phoenix,The Teapot,"Jasmine tea, mate, and yellow bergamot.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,Tears,"The distillate of grief and loss. A clean, cathartic fragrance. ",Ars Moriendi,na,Info,0
Black Phoenix,Technical Boy,vape smoke and burning electrical parts.,Neil Gaiman,American Gods I,Info,0
Black Phoenix,Tempest,A crisp ozone-tinged breeze. The scent of the first gentle rain before the storm,Bewitching Brews,na,Info,0
Black Phoenix,Temple Viper,"Snake Oil with sugar cane, frankincense, champaca, opoponax, labdanum, and hyssop.",Carnaval Diabolique,Act 3: Fiat Nox: The Snakepit,Info,0
Black Phoenix,The Temptation,"attar of rose, calla lily, palmarosa, peach blossom, wisteria, rice flower, and black musk. ",Ars Amatoria,na,Info,0
Black Phoenix,Tennis Match,"Crushed grass, dandelion sap, green oakmoss, lettuce leaf, and white pepper.",Lupercalia,Liber Amicorum - Joannes Carolus Erlenwein 2018,Info,0
Black Phoenix,Tenochtitlan,"Amber, hyssop, coriander, epazote, Mexican sage, prickly pear and Mexican tulip poppy",Wanderlust,na,Info,0
Black Phoenix,La Tentation,Honeyed patchouli and apple musk with a sliver of white fig.,Lupercalia,The Devil's Lovers 2017,Info,0
Black Phoenix,Terpsichore,"vanilla and carnation with neroli, iris, stephanotis, sweet pea, apple blossom and palmarosa. ",Excolo,na,Info,0
Black Phoenix,Terrible Moon (2013),"winter snow with white lavender, benzoin, lychee, white resins, and a cluster of melancholy, lachrymose lunar herbs.",A Little Lunacy,2013,Info,0
Black Phoenix,"Thalassa, The Galapagos Mermaid","Seaweed, kelp, salty ocean spray, bitter almond, night-blooming jasmine, frankincense, and benzoin.",Carnaval Diabolique,Act 3: Fiat Nox,Info,0
Black Phoenix,Thaleia,"honey, ylang ylang, apricot, ciste, blood orange and gardenia with earthy, warm tonka. ",Excolo,na,Info,0
Black Phoenix,Thalia,"Plumeria, pear and white champagne.",Excolo,na,Info,0
Black Phoenix,Thanatos,"Dry white sandalwood and soft Siamese benzoin over a lugubrious blend of myrrh, Moroccan rose, mastic, tomb moss and a thin whiff of Greek incense.",Excolo,na,Info,0
Black Phoenix,There's Water Here,"The wild glory of nature bursting through cement, metal, and urban despair, purified by the waters of Lake St. Clair",Only Lovers Left Alive,Story Points,Info,0
Black Phoenix,These Shabby Days,"Memories of myrrh and gold, and the dying smoke of a snuffed cigarillo",Neil Gaiman,American Gods III,Info,0
Black Phoenix,"This World, Where Death Reigns",Myrrh and black roses.,Anniversary,2014,Info,0
Black Phoenix,Thousands of Lights,"Indian ambrette seed, beeswax, champaca flower, saffron, Italian bergamot, frankincense, oak bark, and vanilla orchid. ",Yule,Little Match Girl 2011,Info,0
Black Phoenix,The Three Ghost Children,"In the perfume, I also tried to capture the blue-violet-white of an afterimage and the silence of a snuffed candle. The scent is dry with age, taut with loss, grief, and heartbreak, and sorrowful in the unspeakable desolation of simply being forgotten.",Neil Gaiman,Coraline,Info,0
Black Phoenix,Thy Godfather's Present,A bruised purple bundle of herbs with hyssop and life-everlasting.,Märchen,Godfather Death,Info,0
Black Phoenix,Tintagel,"Spicy mulled wine flowing through the musky heat, warm leather and bright clash of armor, the damp branches of Cornish hawthorn, blackthorn, juniper, English elm and bayberry, and the magical tingle of dragon's blood resin.",Wanderlust,na,Info,0
Black Phoenix,"Tiresias, The Androgyne","Dark, moody, and bittersweet: black currant, patchouli, tobacco, cinnamon leaf, caramel, muguet, and red sandalwood.",Carnaval Diabolique,Act 3: Fiat Nox,Info,0
Black Phoenix,Tisiphone,"Oleander with black patchouli, ylang ylang, and neroli.",Excolo,na,Info,0
Black Phoenix,Titania,"white grape, white peach, iced pear, musk rose, sweet pea, moonflower and snapdragon",Illyria,na,Info,0
Black Phoenix,To A Woman,"Benzoin, cassis bud, patchouli, rose otto, and petitgrain.",Ars Amatoria,na,Info,0
Black Phoenix,The Top,"Blood red rose, indigo musk, opponax, and tobacco tar.",Lupercalia,Fleurette's Purple Snails 2016,Info,0
Black Phoenix,The Torture Queen,"White amber, vanilla musk, white tea, ambergris, gardenia, and chrome.",Carnaval Diabolique,Act 4: The Interlude,Info,0
Black Phoenix,The Trappings of the Tea House,"White sandalwood, ti leaf, osmanthus, pink pepper, and white vanilla bark.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,The Traveller,"Boot leather, pipe tobacco, and the dust of soft resins, herbs, and soil-flecked gravel picked on long, solitary travels.",Bards of Ireland,na,Info,0
Black Phoenix,Trois,"White rose, orris root, and ambergris accord.",Lupercalia,Une Douzaine de Roses 2018,Info,0
Black Phoenix,Tum,"Spicy, regal grape. Spiced mead. ",Excolo,na,Info,0
Black Phoenix,Tushnamatay,Pure internal harmony and spiritual bliss: the perfected meditation blend,Bewitching Brews,na,Info,0
Black Phoenix,Twelve Ways to Play a Musical Instrument,"Blue lilac, pink pepper, birch tar, juniper berry, and lemon peel.",Lupercalia,Shungas 2018,Info,0
Black Phoenix,Twenty-One,This is the scent of the perfect martini,Bewitching Brews,na,Info,0
Black Phoenix,Twilight,"Lavender and jasmine, with a touch of glowing honeysuckle",Ars Moriendi,na,Info,0
Black Phoenix,Twilight Grooming Scene,"A vibrant green chypre with orange blossom, pine needles, and violet leaf.",Lupercalia,Shungas 2018,Info,0
Black Phoenix,Tzadikim Nistarim,"Frankincense, olive, spikenard, hyssop and galangal",Sin & Salvation,na,Info,0
Black Phoenix,Ulalume,"Starry white lilies lend an eerie brightness to the deep black wooded scents of cypress and oak, layered with a touch of crushed dried leaves and the faintest aquatic note",Bewitching Brews,na,Info,0
Black Phoenix,Ultraviolet,Lush violet and neroli spiked hard with eucalyptus and a sliver of mint,Bewitching Brews,na,Info,0
Black Phoenix,Un,Cherry-dipped rose candy.,Lupercalia,Une Douzaine de Roses 2018,Info,0
Black Phoenix,A Un Diner D'Athees,"White lavender and ambrette seed, grey patchouli, rum absolute, and vetiver.",Lupercalia,The Devil's Lovers 2017,Info,0
Black Phoenix,Uncle Traveling Matt,"Dark chocolate, figgy vanilla, pear, and quince.",Fraggle Rock,na,Info,0
Black Phoenix,Under the Mosquito Netting,Lemon peel and white incense.,Lupercalia,Shungas 2016,Info,0
Black Phoenix,Unicorn Hunt,"Sweet red amber and red currant swirled with bourbon vetiver, cassis, mimosa blossom, and red wine grape.",Art of the Unicorn,0,Info,0
Black Phoenix,"The Unicorn, Rushing Against the Tree, Fixed its Horn so Fast in the Trunk that it Could Not Draw It Out","Ethereal white orris, pale early lilacs, mallow flower, Queen of the Night, white moss, and dusk-lit mist.",Art of the Unicorn,0,Info,0
Black Phoenix,The Union of Adam and Eve,"Dew-touched grass and tulsi, gleaming with muguet des bois, fir balsam, ti leaf, and violet leaf.",Art of the Unicorn,0,Info,0
Black Phoenix,Urania,"Moonflower, Moroccan jasmine, benzoin, white musk, iris, moss and a flash of ozone. ",Excolo,na,Info,0
Black Phoenix,The Urchins,"Dust and dead, dry flowers, ice-cold skin, the swish of a metal blade, and a memory of honey.",Carnaval Diabolique,Act 4: The Interlude,Info,0
Black Phoenix,Urd,"Muscadine, black and red patchouli, cereus and nag champa.",Excolo,na,Info,0
Black Phoenix,Uruk,"Thick bitter almond and heady night-blooming jasmine with saffron, cinnamon leaf, red patchouli, river lilies, bergamot, fig leaf and the sacred incense of Inanna.",Wanderlust,na,Info,0
Black Phoenix,Utrennyaya,"Osmanthus, Damascus rose, violet, delphinium, white mint, palmarosa and white sandalwood.",Excolo,na,Info,0
Black Phoenix,V. The Pope,"Life everlasting: clove-smoke, benzoin, rose maroc, Jerusalem cedar, cistus, and frankincense.",Neil Gaiman,15 Painted Cards from a Vampire Tarot,Info,0
Black Phoenix,Vanilla Orchid,Vanilla orchid,Single Note,2017,Info,0
Black Phoenix,Vasilissa,"creamy skin musk and blushing pink musk with soft sandalwood, white amber, dutiful myrrh, and star jasmine.",Märchen,Vasilissa the Beautiful,Info,0
Black Phoenix,Vechernyaya,Three white musks with poppy and patchouli.,Excolo,na,Info,0
Black Phoenix,Veil,"White sandalwood, lilac, gardenia, violet, orris, lavender and ylang ylang",Bewitching Brews,na,Info,0
Black Phoenix,The Velvets,"Smooth inky musk, cathedral incense, ylang ylang, violet leaf, rose-infused amber, red sandalwood, and iris.",Neil Gaiman,Neverwhere,Info,0
Black Phoenix,Venerable Priestess of the Wood,"An incense of myrtle leaf, sweet bay, white myrrh, stacte, and the golden frankincense.",Anniversary,2014,Info,0
Black Phoenix,Venice (fka Old Venice),"lemon, red currant, wisteria, red rose petals, heady jasmine, Florentine orris root, waterlily, red sandalwood, violet plum, and violet leaf.",Wanderlust,na,Info,0
Black Phoenix,Veritas,"Frankincense, white carnation, angelica, chamomile, and heliotrope. ",Märchen,na,Info,0
Black Phoenix,Versailles,"Gilded red and gold citrus with amber, ruby roses, jasmine and orris.",Wanderlust,na,Info,0
Black Phoenix,Vexed and Aggrieved,"an incense of cassia and myrrh with opium tar accord, peony seed, honey water, a pinch of pitch, the smoke of burning wool, a handful of dried squill petals, castoreum accord, and pessaries of rose perfume and bitter almond oil",2018-02,na,Info,0
Black Phoenix,Le Vice Supreme,"Leather and a splash of gin, whiskey swirled tobacco, rose petals, and bourbon vanilla.",Lupercalia,The Devil's Lovers 2017,Info,0
Black Phoenix,Vicomte de Valmont,"Based on an 18th century gentlemen’s cologne: ambergris, white musk, white sandalwood, Spanish Moss, orange blossom, three mints, jasmine, rose geranium and a spike of rosemary.",Ars Amatoria,na,Info,0
Black Phoenix,Victoria,"Graceful vanilla musk, tea rose, and stargazer lily. ",Neil Gaiman,Stardust,Info,0
Black Phoenix,A View of Cascading Cherry Blossoms,A tumble of cherry blossoms falling into a pool of white musk and crushed strawberries.,Lupercalia,Shungas 2018,Info,0
Black Phoenix,VII. The Chariot,"The scent of white-hot metal and stardust, limned with glowing bergamot aldehyde.",Neil Gaiman,15 Painted Cards from a Vampire Tarot,Info,0
Black Phoenix,Vinland,"Crisp northern wind blowing over loganberry, wild roses, prairie crocus, iris versicolor Linné, mountain avens, yellow birch bark, mayflower and maple leaf.",Wanderlust,na,Info,0
Black Phoenix,Viola,"Gentle tea rose, lilac, Calla Lily, and Somalian Rose layered over golden Peruvian amber, Spanish moss, red sandalwood, rosewood, and myrrh, with the lightest touch of Mandarin",Illyria,na,Info,0
Black Phoenix,Violent Gesticulations,"An erratic pomegranate mint, high-pitched and flailing with eucalyptus, above a throbbing core of black musk.",Halloween,Tell-Tale Heart 2017,Info,0
Black Phoenix,The Virgin and the Unicorn,"The palest of green mosses, mist rose, white pear, white incense, white sandalwood, and a hint of vanilla.",Art of the Unicorn,0,Info,0
Black Phoenix,Visiting the Sumida River with a Geisha,"Crystalline azure musk, orange blossom, water lily, hinoki wood, Texas cedar, and night-blooming jasmine.",Lupercalia,Shungas 2018,Info,0
Black Phoenix,Vixen,"The innocence of orange blossom tainted by the beguiling scents of ginger and patchouli. -- ""I wanted to reiterate that Vixen is very heavy on the red musk. You might have overlooked it as red musk isn't mentioned in the description""--http://www.bpal.org/topic/8651-musks/page-8#entry868574",Ars Amatoria,na,Info,0
Black Phoenix,Volcano in Springtime,Whipped vanilla cream and white sandalwood with a touch of lotus root.,Lupercalia,Shungas 2016,Info,0
Black Phoenix,Wanda,"Her scent is a deep red merlot with a faint hint of leather, sexual musk and body heat over crushed roses, violets and myrtle.",Ars Amatoria,na,Info,0
Black Phoenix,Wanton,"Palmarosa, red sandalwood, attar of rose, patchouli.",Ars Amatoria,na,Info,0
Black Phoenix,War,"Red ginger, black spices, patchouli, honeysuckle, and three blood-soaked red musks.",Neil Gaiman,Good Omens,Info,0
Black Phoenix,We Cared About Such Different Things,"iron and amber, gold-limned white musk and ink-gloomed dark musk.",Neil Gaiman,American Gods III,Info,0
Black Phoenix,Wembley,"Innocently indecisive: white musk, banana, orange blossom honey, pineapple, and mint.",Fraggle Rock,na,Info,0
Black Phoenix,Wensleydale,well-scrubbed soapy skin and fresh cotton.,Neil Gaiman,Good Omens,Info,0
Black Phoenix,Whitechapel,"White musk, lime, lilac and citron.",Wanderlust,na,Info,0
Black Phoenix,Whoopie Cushion,"Raspberry pulp with orange blossom, patchouli, and a pfffffft of red musk",Prank,2017,Info,0
Black Phoenix,Whoso List to Hunt,"Sensual brown musk, rich amber, English rose, oak bark, and moss.",Ars Amatoria,na,Info,0
Black Phoenix,Wicked,rich myrrh and jasmine draped in the subtlest rose.,Diabolus,na,Info,0
Black Phoenix,The Wild Audacity of My Perfect Triumph,A jubilant and deranged lime absinthe.,Halloween,Tell-Tale Heart 2017,Info,0
Black Phoenix,The Wild Men of Jezirat Al Tennyn,"Fiery, primal, and precociously diabolical: red amber, Spanish moss, Indonesian patchouli, ambergris, sweet ambrette seed, red pepper, two cloves, and vanilla flower.",Carnaval Diabolique,Act 3: Fiat Nox,Info,0
Black Phoenix,Wild Woman with Unicorn,Patchouli and wildflowers.,Art of the Unicorn,0,Info,0
Black Phoenix,Windward Passage,"Breezes blowing off of the waters of the Caribbean: marine accord, seaweed, and bladderwrack.",Wanderlust,na,Info,0
Black Phoenix,Wings of Azrael,"Warm myrrh swirled with a bittersweet blend of violet, Lily of the Valley, juniper, cypess and cajeput",Ars Moriendi,na,Info,0
Black Phoenix,The Witch and the Mandrake,"Mandrake root, apple blossom, dusty brown sandalwood, coconut milk, woodmusk, and soft leather.",Pickman Gallery,Hecate's Inheritance 2015,Info,0
Black Phoenix,The Witch Bride 2017,"hemlock blossoms and ghostly nightshade veiled by wisteria, white frankincense, black amber, and narcissus resin.",Halloween,2017,Info,0
Black Phoenix,The Witch Queen,"Wild plum, red musk, tuberose, calla lily, heliotrope, pimento, ylang ylang and beeswax beneath a dark haze of sinister purple-hued incense smoke. ",Neil Gaiman,Stardust,Info,0
Black Phoenix,A Witch Riding on a Dragon,"Blackened tonka, patchouli, dragon’s blood resin, and scorched oak.",Pickman Gallery,Hecate's Inheritance 2015,Info,0
Black Phoenix,The Witch's Repast,"Kvass, honey-drizzled bread, roasted meat, and wine.",Märchen,Vasilissa the Beautiful,Info,0
Black Phoenix,Witchcraft Scene,"Black lily and black pepper with narcissus, white musk, and white sandalwood.",Pickman Gallery,Hecate's Inheritance 2015,Info,0
Black Phoenix,The Witches,"Pumpkin cream, honey, vanilla sugar, and smoked vanilla bean.",Pickman Gallery,Hecate's Inheritance 2015,Info,0
Black Phoenix,Witches' Kitchen,"Belladonna accord, sprigs of rue, crushed hyssop, white sage, beeswax, mandrake leaf, bay rum, black honey, hemp, and myrrh.",Pickman Gallery,Hecate's Inheritance 2015,Info,0
Black Phoenix,The Witches' Rout (the Carcass),"White sandalwood, opoponax, shriveled black plum, and vetiver.",Pickman Gallery,Hecate's Inheritance 2015,Info,0
Black Phoenix,The Witches' Sabbath,"Burgundy and champaca resin with immortelle, leather accord, wine-soaked red fruits, rose geranium petals, red patchouli, guttering candles, and smoke",Pickman Gallery,Hecate's Inheritance 2015,Info,0
Black Phoenix,Wolf's Heart,"Cozy and secure. Reviews: clove, florals (jasmine, narcissus), dragon's blood",Conjure Bag,na,Info,0
Black Phoenix,Womb Furie (2016),Snake Oil and three types of honey.,Lupercalia,2016,Info,0
